n1,n2,lpt,mx
2.288263195,2.433903342,2.057722711,no
2.106334828,2.445895415,1.81015859,no
1.88446989,2.560467888,1.973597057,no
2.330802168,1.64271018,1.876821234,no
2.412141007,2.368968504,2.024656437,no
2.429873878,2.36875946,1.819127517,no
1.997132601,2.200868939,3.175321754,no
1.857977359,1.819876619,2.261817812,no
2.075190942,2.503637263,1.811038515,no
1.679662227,2.495402932,1.831765377,no
2.41147741,2.564727477,1.818663032,no
1.748482922,2.551749672,2.325706743,no
1.96068442,2.019159435,3.078783678,no
2.172373799,3.033362388,2.207140449,no
1.858231892,2.184999852,2.442528873,no
2.072297338,2.429253534,2.014907739,no
2.111154757,2.041975374,1.85566249,no
2.279745095,2.962041931,2.165628639,no
2.265008943,1.989493882,2.326832682,no
2.956079812,2.646626569,2.514367874,no
2.426517865,2.646685623,2.451183266,no
2.579029744,1.989849573,1.826505605,no
1.345430416,1.712811654,2.42534136,no
2.811576027,2.093419293,2.94892299,no
2.866454171,1.665703566,2.427334985,no
2.962700298,1.924714413,1.941827164,no
2.08749342,2.864878579,1.571925142,no
2.280491454,2.314652171,2.395306278,no
3.126064593,2.523496758,2.453505593,no
2.578399934,2.478605578,1.966236747,no
2.503881169,2.473209198,1.667326695,no
2.337586648,2.007669418,1.973470549,no
3.090919171,1.297950061,2.785190001,no
1.634535354,1.482242427,2.038775298,no
2.246172691,2.382020608,2.888445357,no
2.765945623,2.263532666,2.126558355,no
3.005432286,2.357140112,1.629468311,no
2.312141407,2.766991105,1.738299524,no
2.229470488,2.690841258,2.447768259,no
1.914600275,2.339375674,2.550497345,no
2.274763756,1.862961766,3.015483491,no
2.383677288,2.559953171,2.352025911,no
1.602918358,2.858734573,2.395258413,no
2.544965989,2.509025917,1.897816464,no
2.129745775,2.334665046,2.378014546,no
2.357002094,2.126882158,2.05484316,no
2.400739352,1.89742361,2.310889931,no
2.032229281,2.64556319,2.179223096,no
2.168325662,1.483682128,2.749324968,no
2.053288335,2.215631808,2.184928906,no
1.631376453,2.182016253,2.997873035,no
2.680177206,2.157236376,2.227915712,no
2.155469068,1.311326583,1.789124543,no
1.553526706,1.211594237,3.005210587,no
2.479655488,2.561656065,2.259683538,no
3.056040886,2.503160815,2.295122213,no
2.086530844,2.661353088,2.778542742,no
2.273364544,2.434038925,2.809539439,no
1.968524131,2.134471158,1.880810746,no
1.842505732,2.407917363,2.513009372,no
2.687146207,2.115248819,2.583844616,no
2.150660481,2.199644874,2.222801549,no
2.539078463,1.816614834,1.653153406,no
1.931142682,1.925705591,2.794582898,no
1.85317051,2.631333956,2.14909817,no
1.485935519,2.232704192,1.387316134,no
1.459004163,2.650162183,2.454128327,no
2.009533848,2.946708038,1.919793075,no
2.656774887,2.150406939,2.976509392,no
2.428270467,2.034402168,2.497259868,no
2.619619244,1.954075445,2.913464093,no
2.312549611,2.826733305,1.93397157,no
2.754340584,2.240361472,1.821649498,no
2.960693063,2.314800026,2.161328324,no
1.68763997,2.46834274,1.978189368,no
1.896972002,3.094394154,1.765871843,no
2.001434352,3.025636219,3.367518258,no
2.59839528,2.524340509,2.545138498,no
2.858581285,1.890332326,2.475821028,no
2.10116876,2.96323082,2.808943768,no
2.346197768,1.884408062,2.955350152,no
2.286250652,2.521351145,1.892919362,no
1.43520352,2.559998365,1.933291249,no
2.569827162,2.267022847,2.973056284,no
2.175881672,1.674333338,2.722346714,no
1.693094399,1.853109264,1.907950545,no
2.844517552,2.013827964,2.24675013,no
2.163483418,2.478436772,2.668270727,no
2.302068228,2.679541587,2.412004641,no
1.937282109,2.495960499,1.987829197,no
2.803536568,3.069877703,3.051631766,no
2.839579305,2.065429991,2.259001778,no
2.028974883,2.398822239,2.153157501,no
2.202714456,2.35548745,1.264264408,no
2.616877331,2.442931243,1.955546441,no
2.512030866,2.790116185,2.394755403,no
2.34367655,1.438317216,2.670554099,no
2.702631,2.020237666,2.202050368,no
2.046869024,1.762198998,1.90062657,no
2.019870456,2.223380446,2.407550813,no
1.695393682,1.822696671,2.46844853,no
2.225913105,3.029157545,2.46297503,no
3.614348986,2.0068335,2.285089143,no
2.800860081,2.614433727,2.395496636,no
1.816757258,2.639274717,2.832299536,no
1.97562027,2.167528423,2.349255322,no
2.927242254,1.609239308,2.067226772,no
2.223884277,2.326881778,1.976184821,no
2.367024113,2.610791197,2.530588332,no
1.91891901,2.740542298,2.341441358,no
3.034912939,2.071418212,2.153795925,no
1.752255523,2.639347552,2.433422766,no
2.390118712,2.88800546,2.348649388,no
2.183590438,2.583344333,1.660339461,no
2.530930139,2.14090603,2.347989221,no
1.886304878,2.508504898,2.214036378,no
1.377306097,2.247370831,2.044157328,no
1.982587103,2.319132372,1.669787157,no
2.097168674,1.511624667,2.44916255,no
2.252265011,2.909490642,1.177567068,no
2.552583895,1.883232536,2.694204281,no
2.202011366,2.105799469,2.633972053,no
2.451611107,2.404531156,2.434037282,no
2.10057435,2.137508362,2.442125705,no
2.510672494,2.010207621,2.312886289,no
1.75679857,2.419660642,2.515880516,no
2.619748544,2.528794567,2.6597578,no
1.86674922,2.425736552,1.973300926,no
2.313689478,2.022328769,1.835513043,no
1.892650444,2.741366428,2.688175548,no
2.233977987,1.689490021,2.425668478,no
2.216817879,1.864312971,2.567972445,no
2.2232327,1.718961567,2.227697779,no
2.819648897,2.116103246,2.89519182,no
2.356759349,1.767944086,2.747773541,no
2.255775334,1.953480901,2.26783429,no
0.9332691033,2.510039541,1.839527352,no
1.789747305,2.189906437,2.211384632,no
2.934654737,2.735556755,2.173400102,no
2.073028302,2.443214037,2.524749402,no
2.016545972,1.764860562,1.520211408,no
2.457752136,3.033360202,2.955351225,no
2.386119942,2.06809586,2.068334899,no
1.726620645,2.086472211,2.366679339,no
1.809347525,2.038273446,1.698664314,no
2.367302806,2.573779219,2.275795469,no
2.236848777,2.252436754,2.519073691,no
2.608177882,2.067187686,2.023367358,no
2.157894021,1.841426814,2.549189141,no
1.980041525,2.373450925,2.414939633,no
1.897933899,2.353247904,1.955229489,no
2.639842585,2.551617456,1.737638446,no
2.07409943,2.398293836,1.773876442,no
3.114827998,2.174752215,2.04027484,no
1.399711663,1.682106886,1.685554506,no
2.437448727,2.269130608,1.874146057,no
1.946232577,1.97086102,2.517736921,no
2.258394546,2.109162168,2.323500393,no
1.684226969,2.750312814,2.086381729,no
3.163101427,2.47029231,2.637244753,no
2.564835778,2.125158639,2.30481797,no
2.096548415,2.138682021,2.1956065,no
2.537449465,2.102454653,2.098585215,no
2.775615577,2.008601016,1.86137429,no
2.685152654,3.04214988,2.466840802,no
2.251301605,1.69600057,1.969302891,no
2.46651048,1.990736334,2.506137908,no
2.279928507,2.338243617,2.051087042,no
2.693310688,2.386658399,1.899974642,no
2.356529817,1.893833834,2.073050868,no
2.267155618,2.294262197,1.981530261,no
2.035455557,1.951942214,1.780702614,no
2.541284047,2.501431519,2.055142536,no
1.657864058,1.853795616,2.316674332,no
2.624095311,2.919019074,2.530418248,no
1.838853927,2.421350304,1.984753674,no
2.440538641,3.206587616,2.278315589,no
2.147907368,2.766068235,2.278391327,no
2.134799106,2.264589423,2.112292247,no
1.774637997,2.490670538,2.413118091,no
1.764697585,2.085577727,1.974507232,no
2.22697182,2.149472997,2.135086542,no
2.793710796,2.589960962,2.622787046,no
2.572383194,2.814640222,1.650550979,no
2.802577116,2.959202242,2.324093373,no
3.22187793,2.463604324,2.62855961,no
2.552189863,2.282485046,2.452870209,no
2.433852822,2.467676935,2.233208074,no
2.209335597,2.168131762,2.034450407,no
2.065073373,2.202774409,2.704499157,no
2.720037164,2.163611212,2.217185562,no
2.660073224,2.184950696,2.689278343,no
2.597442237,2.40539718,2.012872996,no
1.502483761,2.762458892,2.630756597,no
2.065071524,2.455091581,1.824622385,no
2.312826705,3.351085242,2.153563811,no
2.090616199,2.048101829,2.210356036,no
1.684861278,3.114035349,2.089197062,no
2.583826979,1.983260352,2.454006813,no
1.824535729,2.453702422,2.001637706,no
2.433297242,3.215047299,1.975556235,no
2.301407721,2.579207539,2.313096302,no
2.730394003,2.419282749,1.798889485,no
2.645627921,2.99575037,2.406724721,no
1.388980587,2.533026652,1.864829883,no
2.426197717,2.383171353,2.631698466,no
2.460392262,2.433316352,2.699079177,no
2.952764726,2.317695313,1.887861523,no
2.497868574,1.874315916,1.595192302,no
2.258274329,2.247107212,1.936973489,no
2.521148232,1.739875912,2.066211897,no
2.923060764,2.197503941,2.339521485,no
1.622620913,2.401559809,2.108127012,no
2.492739517,1.626160473,1.871943325,no
2.831613383,2.461833651,2.452297739,no
2.825856226,2.239920823,1.423121141,no
2.451148319,2.277840815,2.802320458,no
2.078826337,2.427329811,2.327251921,no
3.127483264,2.637922434,2.436966643,no
1.908370726,2.296340077,2.130506691,no
2.658725935,1.785296001,2.828677958,no
1.681104354,2.933980342,1.942820915,no
2.08493608,2.616945055,2.184537677,no
2.671404906,2.168132318,1.888322759,no
1.70462834,2.154661615,2.1084635,no
2.160739623,2.441504373,2.551924512,no
1.218448112,1.65958437,2.676736647,no
2.58322312,2.481218355,2.463099677,no
2.754247274,2.766563919,1.611646249,no
1.58170268,2.219138562,1.371575547,no
2.209898959,2.478059647,2.250148564,no
2.085033127,1.50695102,2.265628691,no
2.163193672,2.461164274,2.037558784,no
2.523179743,2.246895389,1.951369464,no
2.528103606,1.431978226,2.166746582,no
2.098298565,1.846737873,1.046625861,no
1.73885513,1.62569732,2.559042206,no
2.592482706,2.903139542,1.872145395,no
1.757105826,1.994458148,1.799736731,no
1.986583806,2.227630391,2.300702935,no
2.343605121,1.895049317,2.214840459,no
2.814481152,1.785977294,2.450455675,no
2.560199565,2.160974792,3.14758239,no
2.085500283,2.54426139,2.557402416,no
2.527406662,1.683280368,1.824499377,no
1.585289049,2.152906065,2.682284547,no
2.061559246,2.189045901,2.026486905,no
2.447475567,1.594680949,2.008877353,no
3.057159288,2.738511387,2.013660752,no
1.458764076,1.985456551,2.574747762,no
1.74344149,2.179980055,2.325173456,no
2.727844831,2.484490951,2.261603049,no
1.552286023,2.539807427,2.237473564,no
1.713299511,2.025706071,2.105762943,no
1.646100044,2.409896071,1.748847744,no
2.734105144,2.913607649,2.268077868,no
2.258002052,2.717638726,2.373786452,no
1.811394794,2.148002236,2.499844746,no
2.547161106,2.73252472,2.704558229,no
1.977210072,1.949312788,2.566945886,no
1.944304736,1.565372366,2.618281702,no
2.319212186,2.10530632,1.73426527,no
2.077291521,1.727986302,2.609416537,no
2.161292705,1.689478116,2.783334008,no
1.972880289,2.36591048,2.117295374,no
1.748759529,2.092544365,2.478916455,no
2.583538599,1.859234612,2.419162893,no
2.391806699,2.660972032,2.340349585,no
2.414210215,2.257441949,2.119747435,no
2.55188605,2.092285504,2.139559008,no
1.979529473,2.630738804,1.884498831,no
2.510779635,2.745442744,2.098429363,no
2.22483581,2.073463047,1.88531152,no
2.50430861,2.005910263,2.324509911,no
2.589244279,2.118414821,2.480368382,no
2.192863593,2.244721787,2.274197557,no
2.920363733,2.993419194,2.371263383,no
3.343338107,2.979351502,2.23572071,no
2.654027005,1.987303288,2.252318791,no
2.262972928,2.424185784,2.146267059,no
1.295523581,2.264829731,2.109232526,no
2.109241651,3.085083039,3.336834618,no
3.146519335,1.942528628,2.60126937,no
1.819049766,2.356490791,2.451289443,no
1.781967355,2.724347465,1.591031135,no
1.422110019,2.423015826,1.957239188,no
1.957399994,3.176184574,1.292376528,no
2.201269088,2.179700626,1.839317393,no
2.388844842,2.795695337,1.463050336,no
2.306801294,2.722096225,2.201530177,no
2.164715298,2.801916663,2.116200639,no
2.311005058,1.742084382,2.539384392,no
2.632670876,2.508604109,2.77706177,no
2.432322533,1.800559132,2.136683363,no
2.39714248,2.818125921,2.324831914,no
2.041077538,2.663494332,2.244349316,no
2.729359032,2.898068654,1.962536414,no
2.170186055,2.446937424,2.916266611,no
1.711173592,2.052061823,2.484595437,no
3.059574127,2.703608596,2.58380343,no
3.145581802,2.472257754,2.259732151,no
2.01750926,1.66642457,1.780390161,no
2.040849981,2.678002822,1.604640963,no
2.774320248,2.083092734,1.871652962,no
1.84292916,1.800776947,1.552904336,no
1.706947782,1.969754365,2.706943479,no
2.279800864,2.322179389,2.316006582,no
2.654704549,2.199400715,1.565867217,no
2.582520034,1.842854702,2.266152135,no
2.619788734,2.239482752,2.657190854,no
3.243770319,2.296134397,2.687159774,no
2.375873541,2.31893307,1.686235332,no
2.376750351,2.038929568,2.177311953,no
2.496614311,2.371121907,1.808519399,no
2.60025015,2.373992538,2.665781644,no
2.572640724,2.20134055,1.982463068,no
2.025325712,2.265018101,2.585695369,no
3.04043152,2.221643736,2.846548959,no
2.240123282,2.444110293,2.235469228,no
2.265744667,2.34121913,2.922626712,no
1.791120902,1.649665646,1.601592213,no
1.988148696,2.525623592,1.692447072,no
2.204610277,2.034708664,2.186600532,no
1.735973598,1.851122985,2.255962574,no
2.873742501,1.95642058,2.397838646,no
2.052086039,2.624830553,1.181234549,no
1.670084669,2.690136166,2.60245736,no
2.556825436,2.69696009,1.939421957,no
2.203693214,2.698295118,2.448377881,no
2.339217176,2.351741796,2.331804849,no
2.364760603,1.84039412,2.344730671,no
1.889892314,1.268526646,2.13286937,no
2.028523129,2.710041892,2.623593916,no
2.208041867,2.684402597,2.228618559,no
2.636642218,1.927694253,2.186129333,no
2.235275069,2.206021444,2.105155782,no
2.398049412,2.385175377,2.823572308,no
2.622430024,2.906672861,2.465892478,no
1.743811698,1.668003519,2.675867462,no
1.771699997,2.608740829,1.938284912,no
2.898452524,2.163415961,2.216554925,no
2.563094278,1.632800112,2.737017452,no
3.060767683,2.226091374,2.385999626,no
1.809591407,2.542625588,2.468580511,no
1.643277529,2.226090994,1.026381593,no
1.726947727,2.181720049,2.164036633,no
1.593765399,2.434285995,2.391188188,no
2.150487339,3.298437041,2.818853522,no
2.015641568,2.760633638,2.624146466,no
2.28461775,2.740026644,2.140684719,no
1.716697585,2.103574647,2.426329074,no
2.528399298,2.502884377,2.553446916,no
1.68952414,2.307074645,2.301065511,no
2.51290232,2.513249943,2.175986958,no
2.472683465,2.136321327,1.951621385,no
2.508782708,2.169262643,2.130855492,no
2.206598429,1.928634245,1.425111718,no
2.508907575,2.092643313,2.242663355,no
2.046766612,2.411094672,2.103508213,no
2.292279159,2.1227508,2.642304146,no
2.918020606,2.382591053,1.740297658,no
2.283722,1.944706322,2.914278045,no
2.389929035,2.544162652,2.104723932,no
2.438602866,2.955060934,2.347413742,no
1.938895768,2.736117581,2.740744212,no
2.328590707,2.805386664,1.508681898,no
2.760119109,2.550657483,2.945032177,no
3.063242323,1.320030418,2.289018339,no
1.662490075,2.255080267,2.114375387,no
1.763770525,2.539670139,2.369862854,no
2.038885782,1.958289575,2.56046932,no
2.06551533,2.659106533,2.597593695,no
1.442219246,3.116617425,1.686786131,no
2.822191076,2.117639191,2.418892416,no
2.048696726,2.211549232,2.262345665,no
2.670719255,2.235047901,2.678713825,no
2.286164599,2.398683041,3.009666974,no
2.412658087,2.335057186,3.089472389,no
2.43729129,2.059786647,2.19189737,no
2.033381031,2.646367712,2.729823434,no
2.395873558,1.724043226,2.874992723,no
2.154166526,3.013875415,1.687115741,no
2.046664996,3.003691583,2.980103483,no
1.944385149,2.691034586,2.659524195,no
3.110445316,2.323244974,1.363665254,no
2.424692826,2.513315482,2.800701459,no
2.050713237,2.100430256,2.854726833,no
2.368113646,1.710497553,2.185005822,no
2.17832631,2.036024833,2.402187295,no
3.241011272,2.609681827,1.988465197,no
2.817104942,2.670156239,1.765223019,no
2.090404201,2.512535925,2.682766618,no
2.645350707,2.288415796,2.526867937,no
2.897692302,2.243314562,2.428385707,no
1.483016878,1.994438213,2.241146528,no
2.570271748,1.831803247,1.544376696,no
3.2189127,1.744968967,2.291782087,no
1.800121667,2.575807333,2.354536371,no
2.227019313,2.283387941,2.163143963,no
2.288168034,3.1769938,1.914003673,no
2.793782562,2.22367856,1.938113241,no
2.487273625,1.929461006,2.332351358,no
2.386215161,2.089891772,2.204714234,no
1.865667508,2.663201575,2.004614455,no
2.106718111,1.999080403,3.014573357,no
2.367093744,2.015294298,2.40658471,no
1.875920768,2.271295756,1.485200653,no
2.365367632,3.031540848,2.316105098,no
2.109248372,1.619113488,2.478597762,no
2.592236091,2.601696867,2.214997701,no
2.010568733,1.958459408,2.306014426,no
1.923527587,2.297135082,1.811181196,no
2.21221891,2.027637168,2.099671951,no
2.606270294,2.035657508,1.50905518,no
2.676302462,1.584664364,1.687418196,no
2.526320447,0.7599494132,2.421774487,no
2.332435243,2.039028737,2.376402955,no
2.850090308,2.502882206,1.889988973,no
2.915593423,2.234934332,2.798600957,no
3.206705061,1.943067232,2.361007598,no
2.280876666,2.273869558,1.908522305,no
1.91623584,2.704005136,2.288778638,no
1.801261274,2.129966851,2.357877798,no
1.957720105,1.781869352,2.747800703,no
1.497954935,2.423542069,2.629855839,no
2.25317009,2.565344982,1.399274938,no
2.006743874,3.33845655,1.587286663,no
2.97062455,2.109555712,2.166336107,no
2.206951923,2.654745444,2.701383395,no
1.413261241,2.155939664,2.778858987,no
1.925694646,2.531645648,2.021097275,no
2.524547167,2.770146792,1.376673413,no
2.450141556,1.785403734,2.379838851,no
2.253910622,2.395400523,1.81248059,no
2.359673679,2.019325865,2.130634479,no
1.754198662,2.581123685,2.122488573,no
2.620957202,2.82698451,2.027753599,no
2.775199866,2.260552705,2.478377497,no
2.956254562,2.759380056,2.000329043,no
2.762253968,2.046160766,2.474826921,no
1.601965257,2.402050503,2.245179451,no
2.223239238,1.945026447,1.526747288,no
2.14752965,1.745266932,1.880431103,no
2.515043871,1.756105159,1.732351398,no
2.144524857,2.879185206,2.348177019,no
2.52391585,3.043931332,2.512288519,no
2.008109997,2.658875158,2.562800274,no
2.068997716,2.059652081,2.154223639,no
2.406408367,1.911461639,2.304152429,no
2.3173188,2.519108809,3.107066072,no
3.095442656,1.939301718,2.131862265,no
2.050343985,2.462602655,2.900636976,no
2.197092025,1.801487486,1.918973504,no
2.292758273,2.377226896,2.077325024,no
1.841038271,1.723470066,1.432737424,no
2.245580965,2.59549257,1.769897198,no
2.067974936,2.355605698,2.286479665,no
2.55372558,2.053560947,2.86637331,no
2.404305715,2.101541611,2.618674661,no
1.793103687,2.837434802,2.236499139,no
1.912428758,2.443106496,2.835226304,no
2.491971123,1.351144755,2.125124293,no
2.581957875,2.341773017,2.324325615,no
2.052834327,2.58741524,2.113043644,no
2.803133485,1.915765554,3.081434574,no
2.179263708,2.280200681,2.141322849,no
2.438984926,2.604549379,2.044305434,no
2.595229983,2.103262917,2.814865391,no
2.0814534,1.657995747,1.963719301,no
2.373159735,1.986703476,2.414178823,no
2.041499317,2.297255685,2.449779632,no
2.702491314,2.637986633,1.35954365,no
2.638004099,1.803325643,2.510762838,no
2.291632051,1.979718056,1.806498108,no
2.24152348,2.488031793,2.097008655,no
2.287477556,2.847543951,2.865804422,no
2.69411969,2.205986112,2.393761929,no
1.879387326,2.321503269,2.501341567,no
2.047107277,2.201980493,2.448344975,no
1.982506753,2.511718015,2.372785688,no
2.512334452,2.360729246,1.625358569,no
2.169139704,2.085286653,1.81857987,no
2.081683011,2.416989341,2.51071417,no
2.695874359,2.017849968,1.91733981,no
2.093494813,2.134539612,2.516677669,no
2.34944021,1.828237747,2.381381525,no
1.865406589,1.889650648,2.426402621,no
2.089209762,2.379859997,2.616868256,no
1.952196079,2.129330964,2.337390441,no
1.003170593,2.341799329,2.689988562,no
2.596877938,2.260141339,2.466747929,no
2.247139035,2.243517978,2.490434062,no
1.818815078,2.332114119,1.772911508,no
2.646010106,2.615358589,2.679417885,no
1.777905353,2.487837523,2.158971754,no
1.763476422,3.419837834,2.811751609,no
2.905560375,2.093933678,2.147962714,no
2.20727654,2.829500904,2.937557987,no
2.172222674,2.80221027,2.072207618,no
2.238580182,1.649827332,2.19182922,no
2.006971793,2.182517169,2.517122651,no
2.623228427,2.007507725,2.026802273,no
1.80562891,2.769667288,2.484353703,no
2.081354475,2.94798864,2.716311992,no
1.655270864,1.797861714,2.334785265,no
2.339724483,2.278054499,2.133456947,no
1.967420402,2.13642285,2.285654656,no
2.641862178,1.622175512,2.119052581,no
2.261226981,2.305128996,2.450127821,no
2.235641326,2.392632124,2.128078667,no
2.927014934,2.08565914,2.368264489,no
1.89115525,1.835506592,1.493775197,no
1.717808918,1.774399998,2.096367664,no
2.067748595,1.920414279,1.969017839,no
2.184656068,2.254869865,1.747875579,no
2.814651153,2.40797268,1.584092436,no
2.515985228,2.099869919,2.503590136,no
2.084200546,2.035949927,1.459821936,no
2.065518708,2.016014825,2.581409213,no
2.384040113,1.762731362,2.154307139,no
2.142208285,2.046895514,2.586805234,no
1.69179845,1.859457313,2.153784864,no
1.962156062,1.762709348,2.338226055,no
2.755236151,1.939858884,2.232763365,no
1.934976419,2.688754679,2.722003296,no
1.838724074,2.500117984,2.013201311,no
1.816584486,1.710876417,2.597423763,no
2.653627472,1.687565614,2.356417066,no
2.77199831,2.047332449,2.031103343,no
2.749479365,2.967959208,2.214151753,no
2.758499592,1.950061453,1.900489628,no
2.708263965,2.098856631,1.130077792,no
2.044410134,2.656781219,3.105072964,no
2.459016135,1.951869515,2.593843243,no
2.469103649,2.250282509,2.410061505,no
2.667765707,2.163649848,2.07452588,no
3.283865695,1.99783329,1.365777369,no
2.28193637,2.456181066,2.166966211,no
1.475830941,1.794643664,2.857870427,no
3.116318687,2.364575587,2.798612568,no
2.571859064,1.633078556,2.695942224,no
2.167062434,2.638889786,1.851772647,no
2.556112285,2.018081962,2.256676992,no
2.266837726,1.250923411,2.683685742,no
2.365827258,2.876925717,2.273018504,no
2.673091364,2.254180662,2.370040767,no
2.55433251,2.750748895,2.561861607,no
2.058126433,2.091399289,2.650429611,no
2.545207786,2.430845328,2.351253363,no
1.785040938,2.017716825,2.534486996,no
2.556860155,3.19493004,2.279390444,no
2.615204994,2.08092845,2.631654221,no
1.948944137,2.25501454,2.158508348,no
2.631345767,2.253090903,2.239410229,no
1.847685559,3.01716666,2.518724954,no
1.99960355,2.868488638,1.5675463,no
2.300974823,1.51070478,2.133539989,no
2.026191672,2.429232028,2.31915678,no
1.097392731,2.765334235,2.259054234,no
2.639265705,2.751064457,2.482394964,no
2.18175439,2.011508934,2.303160125,no
2.587582778,2.435694982,1.832337777,no
1.857153032,2.563745547,2.526683795,no
3.114934982,3.206059793,1.776349067,no
1.574032527,1.995334712,2.318562459,no
2.959009268,1.141233983,2.245361778,no
2.010934497,1.988799483,2.035508221,no
1.591331585,2.459944109,1.88406035,no
2.934993384,1.82375147,2.639883914,no
2.236713839,1.662036206,2.320416752,no
2.337582705,2.348468707,2.867905762,no
2.92411471,2.456567995,2.473268534,no
2.518750118,2.123132933,2.235641215,no
2.277508846,2.479242881,2.472635616,no
2.676969437,1.886853229,2.614170265,no
2.514213324,2.06790967,2.924559002,no
2.52365173,2.39010409,1.97124416,no
2.355054763,1.668873981,1.934042046,no
2.101122089,1.999612984,2.220697987,no
2.060731253,2.284074164,2.034175413,no
1.679148353,1.644654052,2.489234452,no
2.989054091,2.248570224,2.038495326,no
1.870543321,2.367503772,1.883786216,no
2.09501165,1.556695176,2.851644194,no
1.715910479,2.661840492,1.697213585,no
1.770102677,2.390876944,2.758542646,no
2.584434444,1.95032007,2.616132466,no
2.327962066,2.880111388,2.030850492,no
2.038652326,2.170342617,2.965444141,no
2.384548068,1.998430257,2.582088752,no
2.446799334,2.178421319,2.894266028,no
3.040247609,2.559309722,2.315767314,no
1.68786993,1.862705311,2.339725581,no
2.053176309,2.549306982,1.941792273,no
2.39339743,2.162392965,1.754811949,no
2.260241986,2.408388241,2.350336518,no
2.42954467,2.089069576,2.663523965,no
2.05613689,2.968789021,1.97539344,no
2.915673917,2.160441091,2.138898466,no
2.258844254,1.341454768,2.187900292,no
2.713059815,2.265682686,2.670128258,no
2.951811008,1.880357369,2.099533469,no
2.683413432,2.269602657,2.276320458,no
2.478012075,2.472018194,2.622976248,no
2.178984379,2.350759184,2.658808292,no
2.196419691,1.924031365,2.462375586,no
1.420678657,2.125610856,2.711096072,no
2.469424388,2.675567841,1.817859815,no
2.342414345,2.202188663,1.835655044,no
2.027458411,1.938796237,2.312607284,no
2.468523693,2.578254105,1.684584241,no
2.269716691,2.432731784,2.293327957,no
2.245023912,3.009575929,2.180427979,no
2.16042147,2.726235835,2.578679075,no
2.624862012,2.858375923,2.201725849,no
2.287287135,2.596213418,1.645320894,no
2.725256495,2.484478221,2.549305768,no
2.735896747,2.581701467,2.553389431,no
1.313363148,2.433831564,2.387143739,no
2.670717586,2.595117798,1.609934483,no
2.25947796,2.600237684,1.959903357,no
2.348888414,1.713477596,2.081851196,no
2.089556611,2.256445349,2.482752266,no
2.704245798,2.831839495,2.566468012,no
2.312520202,2.501223123,1.782897053,no
2.031706541,2.188006522,2.434835799,no
1.764291292,1.560437968,1.816501795,no
2.023546913,2.535198857,3.132120141,no
2.465437578,2.194340614,2.914776363,no
2.226936019,1.98622605,2.1840492,no
2.400535855,2.5894484,2.224906069,no
2.60459746,2.611656811,2.519751896,no
2.566764585,1.978413373,2.499749639,no
2.697652007,2.099274694,1.800915671,no
2.569913598,1.68613654,2.109703486,no
2.677940845,2.482702316,2.77258987,no
2.367473743,2.339812855,2.457421629,no
2.283134484,2.288106489,1.975150354,no
2.631876866,1.931704585,1.930071019,no
1.950663096,1.728340072,2.074837852,no
2.294178424,2.365114823,1.998250304,no
2.82874704,1.929090345,2.444578047,no
2.212471856,2.343579288,1.504273917,no
1.942167677,2.42026334,2.164324998,no
2.607646399,2.113868344,2.50296315,no
2.279492561,2.11737032,2.451357706,no
2.304837313,2.1480373,1.911429059,no
2.345899393,2.924663131,2.632047519,no
2.66202389,2.337156761,2.433552426,no
1.929517122,2.675229289,1.87984879,no
2.6999659,1.918697145,2.557442419,no
2.46546372,2.494467679,2.687699311,no
2.250894188,2.932973729,2.362094184,no
2.426342153,2.410165126,2.51527948,no
2.770974663,2.212520256,2.839550625,no
2.069310052,2.144692428,1.980743382,no
2.258916333,2.182414451,2.9053713,no
2.001174061,2.050252039,2.244561661,no
2.163110031,2.035532423,2.411803026,no
1.660375794,2.112455443,3.014380569,no
2.457624951,1.84748354,2.570468887,no
2.227341002,1.831042222,2.18317682,no
2.347819538,2.626305456,2.684806229,no
2.322141104,2.511684251,2.450161751,no
1.556481809,2.360918569,2.199867408,no
1.804062784,2.381063628,1.807631947,no
2.270056103,3.411256503,2.454409892,no
2.425429554,2.504679852,1.499143432,no
2.702169578,2.239669866,2.448913378,no
2.110020875,2.481080184,2.720014485,no
2.260968257,2.443043066,2.079834881,no
2.476312668,1.449776287,2.250017431,no
2.601827455,1.638733752,2.865995854,no
1.886535385,1.505379663,2.222504254,no
2.595977151,3.12898201,2.029124224,no
2.450201198,1.798730634,2.709612783,no
2.172787212,1.825193841,1.710333332,no
2.273759813,1.95646525,2.247667907,no
4.097314019,2.258107972,2.975463671,yes
4.345692029,2.662283363,2.287932095,yes
4.568712825,1.922527561,2.549643805,yes
4.210530474,2.070710446,2.225050004,yes
4.311657611,2.582807896,2.460166777,yes
3.893881683,3.107303527,2.689540002,yes
4.230887917,2.258177972,1.539366266,yes
4.301983309,1.93345446,1.881920043,yes
4.134920989,1.75157133,2.334151018,yes
4.361494748,2.558336819,1.926323141,yes
4.324784671,2.243013228,2.774589343,yes
4.012792081,1.657221004,2.349386688,yes
4.487997592,2.935632708,2.440422041,yes
4.47096227,2.049395644,1.211910596,yes
4.277600917,1.746571604,1.484265308,yes
4.207963629,1.626678158,1.721030063,yes
4.063084569,2.773567943,2.147330203,yes
4.383028627,1.539948993,2.40189947,yes
3.937039847,2.58261783,2.746978202,yes
4.329550997,2.14675571,2.132046672,yes
